Timestamp,Machine_ID,Operator_ID,Shift_ID,Machine_Type,GPS_Zone,Engine_Hours,Fuel_Used,Load_Cycles,Idling_Time,Hydraulic_Pressure,Hours_Since_Service,Seatbelt_Status,Proximity_Alert,Safety_Alert_Triggered
2026-09-02T11:00:00Z,M04,OP04,SH-20260902-A,Dozer,Zone_E,5698.5,45.1,19,9,333.3,171.0,true,false,false
2026-09-02T11:00:00Z,M05,OP05,SH-20260902-A,Articulated Truck,Zone_D,9459.0,53.7,6,2,304.8,401.3,true,true,true
2026-09-02T11:00:00Z,M06,OP06,SH-20260902-A,Motor Grader,Zone_F,3517.6,22.0,9,11,328.4,111.1,true,false,false
2026-09-02T13:00:00Z,M01,OP01,SH-20260902-A,Excavator,Zone_H,4565.3,22.6,32,62,327.6,142.8,true,false,false
2026-09-02T13:00:00Z,M02,OP02,SH-20260902-A,Wheel Loader,Zone_E,7889.1,15.5,11,91,327.2,82.6,true,false,false
2026-09-02T13:00:00Z,M03,OP03,SH-20260902-A,Excavator,Zone_C,11524.0,39.3,67,7,309.1,243.0,true,true,true
2026-09-02T13:00:00Z,M04,OP04,SH-20260902-A,Dozer,Zone_C,5700.5,45.0,21,5,324.6,173.0,true,true,true
2026-09-02T13:00:00Z,M05,OP05,SH-20260902-A,Articulated Truck,Zone_D,9461.0,29.2,0,97,302.9,403.3,true,true,true
2026-09-02T13:00:00Z,M06,OP06,SH-20260902-A,Motor Grader,Zone_D,3519.4,15.3,6,52,325.7,112.9,true,true,true
2026-09-02T15:00:00Z,M01,OP07,SH-20260902-B,Excavator,Zone_A,4567.3,39.2,64,2,333.5,144.8,true,false,false
2026-09-02T15:00:00Z,M02,OP08,SH-20260902-B,Wheel Loader,Zone_E,7891.1,29.2,43,15,326.7,84.6,true,false,false
2026-09-02T15:00:00Z,M03,OP09,SH-20260902-B,Excavator,Zone_G,11526.0,36.5,54,22,304.8,245.0,true,false,false
2026-09-02T15:00:00Z,M04,OP10,SH-20260902-B,Dozer,Zone_C,5702.3,45.6,28,10,328.5,174.8,true,false,false
2026-09-02T15:00:00Z,M05,OP11,SH-20260902-B,Articulated Truck,Zone_D,9462.8,42.9,1,110,307.7,405.1,true,false,false
2026-09-02T15:00:00Z,M06,OP12,SH-20260902-B,Motor Grader,Zone_F,3521.3,21.8,7,30,330.0,114.8,true,false,false
2026-09-02T17:00:00Z,M01,OP07,SH-20260902-B,Excavator,Zone_A,4569.2,39.9,65,3,328.8,146.7,true,false,false
2026-09-02T17:00:00Z,M02,OP08,SH-20260902-B,Wheel Loader,Zone_B,7893.0,27.5,46,4,282.8,86.5,true,false,false
2026-09-02T17:00:00Z,M03,OP09,SH-20260902-B,Excavator,Zone_E,11527.8,35.7,57,10,307.0,246.8,true,false,false
2026-09-02T17:00:00Z,M04,OP10,SH-20260902-B,Dozer,Zone_C,5704.1,40.8,24,8,330.9,176.6,true,false,false
2026-09-02T17:00:00Z,M05,OP11,SH-20260902-B,Articulated Truck,Zone_H,9464.7,43.1,6,12,302.2,407.0,true,true,true
2026-09-02T17:00:00Z,M06,OP12,SH-20260902-B,Motor Grader,Zone_H,3523.2,24.4,6,10,328.9,116.7,true,true,true
2026-09-02T19:00:00Z,M01,OP07,SH-20260902-B,Excavator,Zone_H,4571.0,37.6,55,5,333.3,148.5,true,false,false
2026-09-02T19:00:00Z,M02,OP08,SH-20260902-B,Wheel Loader,Zone_E,7894.9,21.2,21,60,323.7,88.4,true,false,false
2026-09-02T19:00:00Z,M03,OP09,SH-20260902-B,Excavator,Zone_B,11529.7,28.1,44,38,311.4,248.7,true,false,false
2026-09-02T19:00:00Z,M04,OP10,SH-20260902-B,Dozer,Zone_C,5705.9,38.4,21,18,330.2,178.4,true,false,false
2026-09-02T19:00:00Z,M05,OP11,SH-20260902-B,Articulated Truck,Zone_D,9466.6,46.8,6,1,304.9,408.9,true,false,false
2026-09-02T19:00:00Z,M06,OP12,SH-20260902-B,Motor Grader,Zone_F,3525.0,18.0,5,38,333.0,118.5,true,false,false
2026-09-02T21:00:00Z,M01,OP07,SH-20260902-B,Excavator,Zone_A,4572.9,22.0,26,71,327.0,150.4,true,false,false
2026-09-02T21:00:00Z,M02,OP08,SH-20260902-B,Wheel Loader,Zone_E,7896.7,21.2,24,46,331.9,90.2,true,false,false
2026-09-02T21:00:00Z,M03,OP09,SH-20260902-B,Excavator,Zone_B,11531.6,31.3,44,46,312.9,250.6,true,false,false
2026-09-02T21:00:00Z,M04,OP10,SH-20260902-B,Dozer,Zone_C,5707.9,50.2,22,11,330.9,180.4,true,false,false
2026-09-02T21:00:00Z,M05,OP11,SH-20260902-B,Articulated Truck,Zone_D,9468.6,45.2,4,22,306.4,410.9,false,false,true
2026-09-02T21:00:00Z,M06,OP12,SH-20260902-B,Motor Grader,Zone_F,3526.8,15.6,5,62,332.8,120.3,true,false,false
2026-09-03T07:00:00Z,M01,OP01,SH-20260903-A,Excavator,Zone_A,4574.8,34.8,54,2,330.4,152.3,true,false,false
2026-09-03T07:00:00Z,M02,OP02,SH-20260903-A,Wheel Loader,Zone_E,7898.5,25.1,39,14,326.1,92.0,true,true,true
2026-09-03T07:00:00Z,M03,OP03,SH-20260903-A,Excavator,Zone_E,11533.6,37.0,52,19,308.9,252.6,true,true,true
2026-09-03T07:00:00Z,M04,OP04,SH-20260903-A,Dozer,Zone_C,5709.8,45.6,19,7,332.7,182.3,true,false,false
2026-09-03T07:00:00Z,M05,OP05,SH-20260903-A,Articulated Truck,Zone_F,9470.6,48.0,6,3,304.4,412.9,true,true,true
2026-09-03T07:00:00Z,M06,OP06,SH-20260903-A,Motor Grader,Zone_F,3528.7,23.1,9,17,329.6,122.2,true,true,true
2026-09-03T09:00:00Z,M01,OP01,SH-20260903-A,Excavator,Zone_A,4576.8,38.0,56,13,327.8,154.3,true,false,false
2026-09-03T09:00:00Z,M02,OP02,SH-20260903-A,Wheel Loader,Zone_E,7900.3,27.5,42,4,325.8,93.8,true,false,false
2026-09-03T09:00:00Z,M03,OP03,SH-20260903-A,Excavator,Zone_C,11535.6,33.9,52,16,308.5,254.6,true,true,true
2026-09-03T09:00:00Z,M04,OP04,SH-20260903-A,Dozer,Zone_C,5711.7,44.8,26,7,329.7,184.2,true,true,true
2026-09-03T09:00:00Z,M05,OP05,SH-20260903-A,Articulated Truck,Zone_H,9472.5,40.8,5,20,305.6,414.8,true,true,true
2026-09-03T09:00:00Z,M06,OP06,SH-20260903-A,Motor Grader,Zone_H,3530.6,21.8,11,9,336.5,124.1,true,true,true
2026-09-03T11:00:00Z,M01,OP01,SH-20260903-A,Excavator,Zone_A,4578.7,31.1,47,26,332.3,156.2,true,true,true
2026-09-03T11:00:00Z,M02,OP02,SH-20260903-A,Wheel Loader,Zone_E,7902.3,29.7,45,4,320.8,95.8,true,false,false
2026-09-03T11:00:00Z,M03,OP03,SH-20260903-A,Excavator,Zone_D,11537.4,30.7,44,33,310.8,256.4,true,false,false
2026-09-03T11:00:00Z,M04,OP04,SH-20260903-A,Dozer,Zone_C,5713.6,42.5,26,10,331.8,186.1,true,false,false
2026-09-03T11:00:00Z,M05,OP05,SH-20260903-A,Articulated Truck,Zone_A,9474.4,41.1,6,16,306.7,416.7,true,true,true
2026-09-03T11:00:00Z,M06,OP06,SH-20260903-A,Motor Grader,Zone_F,3532.5,23.6,9,8,328.4,126.0,true,false,false
2026-09-03T13:00:00Z,M01,OP01,SH-20260903-A,Excavator,Zone_F,4580.7,27.3,32,55,326.6,158.2,true,true,true
2026-09-03T13:00:00Z,M02,OP02,SH-20260903-A,Wheel Loader,Zone_E,7904.1,27.1,48,8,329.7,97.6,true,false,false
2026-09-03T13:00:00Z,M03,OP03,SH-20260903-A,Excavator,Zone_B,11539.2,32.4,50,20,303.3,258.2,true,false,false
2026-09-03T13:00:00Z,M04,OP04,SH-20260903-A,Dozer,Zone_C,5715.6,44.6,24,11,332.1,188.1,true,false,false
2026-09-03T13:00:00Z,M05,OP05,SH-20260903-A,Articulated Truck,Zone_D,9476.2,35.5,3,37,304.0,418.5,true,false,false
2026-09-03T13:00:00Z,M06,OP06,SH-20260903-A,Motor Grader,Zone_F,3534.4,16.2,6,50,325.6,127.9,true,true,true
2026-09-03T15:00:00Z,M01,OP07,SH-20260903-B,Excavator,Zone_G,4582.6,32.9,60,11,272.7,160.1,true,false,false
2026-09-03T15:00:00Z,M02,OP08,SH-20260903-B,Wheel Loader,Zone_E,7906.0,29.1,38,16,330.1,99.5,true,false,false
2026-09-03T15:00:00Z,M03,OP09,SH-20260903-B,Excavator,Zone_B,11541.2,37.9,54,4,306.0,260.2,true,true,true
2026-09-03T15:00:00Z,M04,OP10,SH-20260903-B,Dozer,Zone_C,5717.5,45.9,26,5,338.0,190.0,true,false,false
2026-09-03T15:00:00Z,M05,OP11,SH-20260903-B,Articulated Truck,Zone_B,9478.2,46.4,7,3,298.2,420.5,true,true,true
2026-09-03T15:00:00Z,M06,OP12,SH-20260903-B,Motor Grader,Zone_H,3536.2,22.1,10,5,331.2,129.7,true,false,false
2026-09-03T17:00:00Z,M01,OP07,SH-20260903-B,Excavator,Zone_A,4584.5,35.9,60,1,329.7,162.0,true,false,false
2026-09-03T17:00:00Z,M02,OP08,SH-20260903-B,Wheel Loader,Zone_B,7907.8,29.5,44,4,323.9,101.3,true,true,true
2026-09-03T17:00:00Z,M03,OP09,SH-20260903-B,Excavator,Zone_B,11543.1,35.9,46,20,306.6,262.1,true,true,true
2026-09-03T17:00:00Z,M04,OP10,SH-20260903-B,Dozer,Zone_E,5719.5,49.2,22,7,331.5,192.0,true,false,false
2026-09-03T17:00:00Z,M05,OP11,SH-20260903-B,Articulated Truck,Zone_D,9480.1,42.9,5,15,309.2,422.4,false,false,true
2026-09-03T17:00:00Z,M06,OP12,SH-20260903-B,Motor Grader,Zone_F,3538.1,20.4,7,13,332.6,131.6,false,false,true
2026-09-03T19:00:00Z,M01,OP07,SH-20260903-B,Excavator,Zone_A,4586.4,29.8,41,35,329.2,163.9,true,false,false
2026-09-03T19:00:00Z,M02,OP08,SH-20260903-B,Wheel Loader,Zone_E,7909.6,25.2,47,3,325.6,103.1,true,false,false
2026-09-03T19:00:00Z,M03,OP09,SH-20260903-B,Excavator,Zone_B,11545.0,41.2,55,0,305.3,264.0,true,true,true
2026-09-03T19:00:00Z,M04,OP10,SH-20260903-B,Dozer,Zone_C,5721.5,47.1,24,2,328.8,194.0,true,false,false
2026-09-03T19:00:00Z,M05,OP11,SH-20260903-B,Articulated Truck,Zone_B,9482.0,35.3,4,34,307.0,424.3,true,true,true
2026-09-03T19:00:00Z,M06,OP12,SH-20260903-B,Motor Grader,Zone_F,3540.1,19.4,6,49,326.6,133.6,true,false,false
2026-09-03T21:00:00Z,M01,OP07,SH-20260903-B,Excavator,Zone_D,4588.4,24.5,27,69,328.4,165.9,true,true,true
2026-09-03T21:00:00Z,M02,OP08,SH-20260903-B,Wheel Loader,Zone_E,7911.4,20.6,26,49,323.9,104.9,true,true,true
2026-09-03T21:00:00Z,M03,OP09,SH-20260903-B,Excavator,Zone_E,11546.9,28.4,34,61,305.3,265.9,true,true,true
2026-09-03T21:00:00Z,M04,OP10,SH-20260903-B,Dozer,Zone_G,5723.3,30.0,13,60,332.8,195.8,true,false,false
2026-09-03T21:00:00Z,M05,OP11,SH-20260903-B,Articulated Truck,Zone_F,9483.9,42.8,4,29,305.0,426.2,true,false,false
2026-09-03T21:00:00Z,M06,OP12,SH-20260903-B,Motor Grader,Zone_D,3542.1,22.8,8,27,334.6,135.6,true,true,true
2026-09-04T07:00:00Z,M01,OP01,SH-20260904-A,Excavator,Zone_A,4590.4,39.1,57,9,326.9,167.9,true,false,false
2026-09-04T07:00:00Z,M02,OP02,SH-20260904-A,Wheel Loader,Zone_E,7913.2,24.2,27,39,329.1,106.7,true,false,false
2026-09-04T07:00:00Z,M03,OP03,SH-20260904-A,Excavator,Zone_B,11548.8,40.5,57,8,309.7,267.8,true,false,false
2026-09-04T07:00:00Z,M04,OP04,SH-20260904-A,Dozer,Zone_C,5725.3,43.2,24,8,328.4,197.8,true,false,false
2026-09-04T07:00:00Z,M05,OP05,SH-20260904-A,Articulated Truck,Zone_D,9485.8,39.3,6,21,305.7,428.1,true,false,false
2026-09-04T07:00:00Z,M06,OP06,SH-20260904-A,Motor Grader,Zone_H,3544.0,24.2,9,8,328.0,137.5,true,false,false
2026-09-04T09:00:00Z,M01,OP01,SH-20260904-A,Excavator,Zone_A,4592.3,30.2,40,31,331.5,169.8,true,false,false
2026-09-04T09:00:00Z,M02,OP02,SH-20260904-A,Wheel Loader,Zone_D,7915.1,30.1,50,3,320.0,108.6,true,true,true
2026-09-04T09:00:00Z,M03,OP03,SH-20260904-A,Excavator,Zone_B,11550.7,39.2,57,7,309.8,269.7,true,false,false
2026-09-04T09:00:00Z,M04,OP04,SH-20260904-A,Dozer,Zone_F,5727.2,43.5,21,13,329.2,199.7,true,true,true
2026-09-04T09:00:00Z,M05,OP05,SH-20260904-A,Articulated Truck,Zone_D,9487.6,43.2,5,3,301.0,429.9,true,true,true
2026-09-04T09:00:00Z,M06,OP06,SH-20260904-A,Motor Grader,Zone_F,3545.9,24.7,10,1,334.9,139.4,true,true,true
2026-09-04T11:00:00Z,M01,OP01,SH-20260904-A,Excavator,Zone_D,4594.3,34.8,49,5,327.6,171.8,true,false,false
2026-09-04T11:00:00Z,M02,OP02,SH-20260904-A,Wheel Loader,Zone_E,7917.0,25.7,35,33,318.8,110.5,true,false,false
2026-09-04T11:00:00Z,M03,OP03,SH-20260904-A,Excavator,Zone_H,11552.7,30.7,46,42,303.2,271.7,true,false,false
2026-09-04T11:00:00Z,M04,OP04,SH-20260904-A,Dozer,Zone_C,5729.1,46.0,24,8,328.6,201.6,true,false,false
2026-09-04T11:00:00Z,M05,OP05,SH-20260904-A,Articulated Truck,Zone_G,9489.5,48.2,6,6,306.7,431.8,true,false,false
2026-09-04T11:00:00Z,M06,OP06,SH-20260904-A,Motor Grader,Zone_B,3547.9,23.5,10,3,331.1,141.4,true,false,false
2026-09-04T13:00:00Z,M01,OP01,SH-20260904-A,Excavator,Zone_A,4596.1,22.3,34,55,331.6,173.6,true,true,true
2026-09-04T13:00:00Z,M02,OP02,SH-20260904-A,Wheel Loader,Zone_E,7919.0,28.0,30,31,318.2,112.5,true,false,false
2026-09-04T13:00:00Z,M03,OP03,SH-20260904-A,Excavator,Zone_B,11554.6,27.2,31,61,309.5,273.6,true,true,true
2026-09-04T13:00:00Z,M04,OP04,SH-20260904-A,Dozer,Zone_B,5731.1,43.1,19,34,330.0,203.6,true,true,true
2026-09-04T13:00:00Z,M05,OP05,SH-20260904-A,Articulated Truck,Zone_H,9491.4,34.2,4,56,302.3,433.7,true,false,false
2026-09-04T13:00:00Z,M06,OP06,SH-20260904-A,Motor Grader,Zone_A,3549.9,16.8,5,66,332.4,143.4,false,true,true
2026-09-04T15:00:00Z,M01,OP07,SH-20260904-B,Excavator,Zone_B,4598.0,37.3,65,5,328.4,175.5,true,true,true
2026-09-04T15:00:00Z,M02,OP08,SH-20260904-B,Wheel Loader,Zone_E,7920.9,31.0,36,2,317.9,114.4,true,false,false
2026-09-04T15:00:00Z,M03,OP09,SH-20260904-B,Excavator,Zone_B,11556.5,39.7,55,6,311.8,275.5,true,true,true
2026-09-04T15:00:00Z,M04,OP10,SH-20260904-B,Dozer,Zone_C,5732.9,38.2,21,17,338.1,205.4,true,false,false
2026-09-04T15:00:00Z,M05,OP11,SH-20260904-B,Articulated Truck,Zone_G,9493.3,45.1,4,10,302.1,435.6,true,false,false
2026-09-04T15:00:00Z,M06,OP12,SH-20260904-B,Motor Grader,Zone_F,3551.8,21.3,8,13,328.0,145.3,true,false,false
2026-09-04T17:00:00Z,M01,OP07,SH-20260904-B,Excavator,Zone_C,4599.9,38.1,53,6,328.0,177.4,true,true,true
2026-09-04T17:00:00Z,M02,OP08,SH-20260904-B,Wheel Loader,Zone_E,7922.8,27.9,52,11,326.3,116.3,false,false,true
2026-09-04T17:00:00Z,M03,OP09,SH-20260904-B,Excavator,Zone_C,11558.4,41.1,51,11,308.5,277.4,true,true,true
2026-09-04T17:00:00Z,M04,OP10,SH-20260904-B,Dozer,Zone_C,5734.8,43.2,20,16,327.8,207.3,true,true,true
2026-09-04T17:00:00Z,M05,OP11,SH-20260904-B,Articulated Truck,Zone_B,9495.3,52.6,6,3,309.9,437.6,true,false,false
2026-09-04T17:00:00Z,M06,OP12,SH-20260904-B,Motor Grader,Zone_F,3553.7,21.9,9,9,328.1,147.2,true,false,false
2026-09-04T19:00:00Z,M01,OP07,SH-20260904-B,Excavator,Zone_H,4601.7,32.2,61,7,329.9,179.2,true,false,false
2026-09-04T19:00:00Z,M02,OP08,SH-20260904-B,Wheel Loader,Zone_A,7924.8,32.8,46,6,323.3,118.3,true,false,false
2026-09-04T19:00:00Z,M03,OP09,SH-20260904-B,Excavator,Zone_B,11560.4,38.7,56,5,304.5,279.4,true,false,false
2026-09-04T19:00:00Z,M04,OP10,SH-20260904-B,Dozer,Zone_C,5736.7,39.1,16,32,329.5,209.2,true,true,true
2026-09-04T19:00:00Z,M05,OP11,SH-20260904-B,Articulated Truck,Zone_C,9497.2,47.3,4,4,306.5,439.5,true,true,true
2026-09-04T19:00:00Z,M06,OP12,SH-20260904-B,Motor Grader,Zone_D,3555.6,18.8,6,45,323.8,149.1,true,false,false
2026-09-04T21:00:00Z,M01,OP07,SH-20260904-B,Excavator,Zone_C,4603.6,28.3,39,47,327.0,181.1,true,true,true
2026-09-04T21:00:00Z,M02,OP08,SH-20260904-B,Wheel Loader,Zone_E,7926.6,18.3,18,56,327.9,120.1,true,false,false
2026-09-04T21:00:00Z,M03,OP09,SH-20260904-B,Excavator,Zone_B,11562.3,32.1,55,19,306.7,281.3,true,false,false
2026-09-04T21:00:00Z,M04,OP10,SH-20260904-B,Dozer,Zone_C,5738.6,26.8,9,78,328.1,211.1,true,true,true
2026-09-04T21:00:00Z,M05,OP11,SH-20260904-B,Articulated Truck,Zone_D,9499.1,35.3,3,58,303.2,441.4,true,false,false
2026-09-04T21:00:00Z,M06,OP12,SH-20260904-B,Motor Grader,Zone_F,3557.4,19.3,8,24,328.8,150.9,true,false,false
2026-09-05T07:00:00Z,M01,OP01,SH-20260905-A,Excavator,Zone_A,4605.5,34.3,58,16,326.3,183.0,true,false,false
2026-09-05T07:00:00Z,M02,OP02,SH-20260905-A,Wheel Loader,Zone_D,7928.5,26.6,35,25,325.8,122.0,true,true,true
2026-09-05T07:00:00Z,M03,OP03,SH-20260905-A,Excavator,Zone_B,11564.3,38.5,44,6,303.8,283.3,true,true,true
